epoch,step,test_acc,test_loss,train_loss
10,4799,,,0.03917575255036354
10,4849,,,0.018192490562796593
10,4899,,,0.01693595014512539
10,4949,,,0.0027991347014904022
10,4999,,,0.00511531624943018
10,5049,,,0.009191359393298626
10,5099,,,0.0013274522498250008
10,5149,,,0.011750005185604095
11,5199,,,0.014948491007089615
11,5249,,,0.015767760574817657
11,5299,,,0.00445227324962616
11,5349,,,0.008144118823111057
11,5399,,,0.03069702349603176
11,5449,,,0.02599824033677578
11,5499,,,0.017188189551234245
11,5549,,,0.025189358741044998
11,5599,,,0.006914285011589527
12,5649,,,0.020246101543307304
12,5699,,,0.0054086968302726746
12,5749,,,0.002304334193468094
12,5799,,,0.0019591583404690027
12,5849,,,0.0007548692519776523
12,5899,,,0.0022372908424586058
12,5949,,,0.0178020391613245
12,5999,,,0.005304764490574598
12,6049,,,0.01758372038602829
13,6099,,,0.0034300382249057293
13,6149,,,0.006555406842380762
13,6199,,,0.0019525232492014766
13,6249,,,0.0020333381835371256
13,6299,,,0.0024840778205543756
13,6349,,,0.002187625505030155
13,6399,,,0.0030129128135740757
13,6449,,,0.023914974182844162
13,6499,,,0.003188286442309618
13,6549,,,0.0017851529410108924
14,6599,,,0.021216711029410362
14,6649,,,0.005425069481134415
14,6699,,,0.006709057372063398
14,6749,,,0.009695990942418575
14,6799,,,0.00023418472846969962
14,6849,,,0.0066358912736177444
14,6899,,,0.011582065373659134
14,6949,,,0.0022773437667638063
14,6999,,,0.0009787752060219646
15,7049,,,0.0012797338422387838
15,7099,,,0.0011740585323423147
15,7149,,,0.002037737751379609
15,7199,,,0.0006088470108807087
15,7249,,,0.0010225409641861916
15,7299,,,0.0013403885532170534
15,7349,,,0.0013663527788594365
15,7399,,,0.00020577863324433565
15,7449,,,0.003930605482310057
15,7499,,,0.0008138259290717542
16,7549,,,0.0006202214281074703
16,7599,,,0.00028405117336660624
16,7649,,,0.00012391238124109805
16,7699,,,0.0001252947695320472
16,7749,,,0.000333692179992795
16,7799,,,0.0010905112139880657
16,7849,,,0.008470998145639896
16,7899,,,0.005712324287742376
16,7949,,,0.02355056442320347
17,7999,,,0.0048515042290091515
17,8049,,,0.03360426053404808
17,8099,,,0.0005387193523347378
17,8149,,,0.002361479913815856
17,8199,,,0.0012869485653936863
17,8249,,,0.0032777641899883747
17,8299,,,0.07038932293653488
17,8349,,,0.019884074106812477
17,8399,,,0.0014339651679620147
18,8449,,,0.0010415863944217563
18,8499,,,0.0016477000899612904
18,8549,,,0.006021909881383181
18,8599,,,0.0001525738334748894
18,8649,,,0.00036012710188515484
18,8699,,,0.0026856393087655306
18,8749,,,0.02732006460428238
18,8799,,,0.000496918277349323
18,8849,,,0.011661514639854431
18,8899,,,0.0001795392599888146
19,8949,,,0.00010326820483896881
19,8999,,,0.0006153663853183389
19,9049,,,0.0018496222328394651
19,9099,,,0.004766656085848808
19,9149,,,0.006057692226022482
19,9199,,,0.00019955559400841594
19,9249,,,0.0011414220789447427
19,9299,,,0.005686662625521421
19,9349,,,0.0022420298773795366
20,9380,0.9800000190734863,0.09394366294145584,
